combination_id,n,k,p,q,thrshld,p1,p2,beta,seeds,case_A_count,case_B_count,case_C_count,case_Invalid_count,delta_star_mean,delta_star_std,status
2,2000,8,1,6.0,2.0,0.01,0.5,1.2,2,485,14,1,0,1.0,,success
5,2000,8,1,6.0,2.0,0.01,0.5,1.7999999999999998,2,471,20,9,0,1.0,0.0,success
3,2000,8,1,6.0,2.0,0.01,0.5,1.4,2,476,21,3,0,1.0,0.0,success
4,2000,8,1,6.0,2.0,0.01,0.5,1.5999999999999999,2,473,22,5,0,1.0,0.0,success
6,2000,8,1,6.0,2.0,0.01,0.5,1.9999999999999998,2,468,21,11,0,1.0,0.0,success
10,2000,8,1,6.0,2.0,0.01,0.5,2.8,2,440,31,29,0,1.0,0.0,success
8,2000,8,1,6.0,2.0,0.01,0.5,2.3999999999999995,2,452,24,24,0,1.0,0.0,success
11,2000,8,1,6.0,2.0,0.01,0.5,2.9999999999999996,2,435,31,34,0,0.995642408688858,0.02540890531266415,success
1,2000,8,1,6.0,2.0,0.01,0.5,1.0,2,491,9,0,0,,,success
13,2000,8,1,6.0,2.0,0.01,0.5,3.3999999999999995,2,421,35,44,0,0.9845571483020211,0.07291378373819979,success
12,2000,8,1,6.0,2.0,0.01,0.5,3.1999999999999993,2,426,32,42,0,0.9828171692757466,0.0783564941581204,success
15,2000,8,1,6.0,2.0,0.01,0.5,3.7999999999999994,2,405,34,61,0,0.9679426592454106,0.14401876842907857,success
14,2000,8,1,6.0,2.0,0.01,0.5,3.5999999999999996,2,413,35,52,0,0.9888749992440278,0.0568433186423319,success
7,2000,8,1,6.0,2.0,0.01,0.5,2.1999999999999997,2,457,24,19,0,1.0,0.0,success
9,2000,8,1,6.0,2.0,0.01,0.5,2.5999999999999996,2,448,28,24,0,1.0,0.0,success
21,2000,8,1,6.0,2.0,0.01,0.5,4.999999999999999,2,372,35,93,0,0.9192693953444567,0.24981867277055617,success
25,2000,8,1,6.0,2.0,0.01,0.5,5.799999999999999,2,348,41,111,0,0.8196584148594337,0.3658992225970771,success
26,2000,8,1,6.0,2.0,0.01,0.5,5.999999999999999,2,340,40,120,0,0.8278666358995385,0.3628215429455456,success
17,2000,8,1,6.0,2.0,0.01,0.5,4.199999999999999,2,392,34,74,0,0.9370394041137757,0.22977773389799894,success
22,2000,8,1,6.0,2.0,0.01,0.5,5.199999999999999,2,369,36,95,0,0.8874017980820301,0.29424823424170926,success
19,2000,8,1,6.0,2.0,0.01,0.5,4.6,2,381,37,82,0,0.9230210872575162,0.24578766429728421,success
28,2000,8,1,6.0,2.0,0.01,0.5,6.399999999999999,2,327,39,134,0,0.7557956655505642,0.4092923758822499,success
16,2000,8,1,6.0,2.0,0.01,0.5,3.999999999999999,2,399,35,66,0,0.9774232148295249,0.13097804743623345,success
18,2000,8,1,6.0,2.0,0.01,0.5,4.3999999999999995,2,388,36,76,0,0.9390456408577487,0.2277320951861658,success
27,2000,8,1,6.0,2.0,0.01,0.5,6.199999999999999,2,329,41,130,0,0.7748657987851336,0.4013397591716212,success
23,2000,8,1,6.0,2.0,0.01,0.5,5.399999999999999,2,359,38,103,0,0.8264933155493106,0.3591587318614825,success
20,2000,8,1,6.0,2.0,0.01,0.5,4.799999999999999,2,378,35,87,0,0.9351777179054853,0.21806625144835393,success
30,2000,8,1,6.0,2.0,0.01,0.5,6.799999999999999,2,309,36,155,0,0.6626171485552614,0.4525670019933359,success
29,2000,8,1,6.0,2.0,0.01,0.5,6.599999999999999,2,320,36,144,0,0.7104281204899515,0.4361319976441186,success
24,2000,8,1,6.0,2.0,0.01,0.5,5.599999999999999,2,352,39,109,0,0.8070554324290842,0.3753387890103078,success
31,2000,8,1,6.0,2.0,0.01,0.5,6.999999999999998,2,302,34,164,0,0.6248231167303856,0.4621609630289467,success
32,2000,8,1,6.0,2.0,0.01,0.5,7.199999999999998,2,301,32,167,0,0.6005302269528496,0.4671418548766818,success
47,2000,8,1,6.0,2.0,0.01,0.51,1.0,2,491,9,0,0,,,success
48,2000,8,1,6.0,2.0,0.01,0.51,1.2,2,485,14,1,0,1.0,,success
33,2000,8,1,6.0,2.0,0.01,0.5,7.399999999999999,2,288,30,182,0,0.5619959850462394,0.4731749689003428,success
56,2000,8,1,6.0,2.0,0.01,0.51,2.8,2,440,31,29,0,1.0,0.0,success
50,2000,8,1,6.0,2.0,0.01,0.51,1.5999999999999999,2,473,22,5,0,1.0,0.0,success
52,2000,8,1,6.0,2.0,0.01,0.51,1.9999999999999998,2,468,21,11,0,1.0,0.0,success
51,2000,8,1,6.0,2.0,0.01,0.51,1.7999999999999998,2,471,20,9,0,1.0,0.0,success
53,2000,8,1,6.0,2.0,0.01,0.51,2.1999999999999997,2,457,24,19,0,1.0,0.0,success
35,2000,8,1,6.0,2.0,0.01,0.5,7.799999999999999,2,274,32,194,0,0.5247191838388787,0.4781340326945969,success
49,2000,8,1,6.0,2.0,0.01,0.51,1.4,2,476,21,3,0,1.0,0.0,success
57,2000,8,1,6.0,2.0,0.01,0.51,2.9999999999999996,2,435,31,34,0,0.995642408688858,0.02540890531266415,success
36,2000,8,1,6.0,2.0,0.01,0.5,7.999999999999998,2,264,32,204,0,0.508032825060261,0.4745829246724981,success
34,2000,8,1,6.0,2.0,0.01,0.5,7.599999999999999,2,285,32,183,0,0.5326302523136655,0.47674729975800606,success
55,2000,8,1,6.0,2.0,0.01,0.51,2.5999999999999996,2,448,28,24,0,1.0,0.0,success
58,2000,8,1,6.0,2.0,0.01,0.51,3.1999999999999993,2,426,32,42,0,0.9828171692757466,0.0783564941581204,success
37,2000,8,1,6.0,2.0,0.01,0.5,8.2,2,261,34,205,0,0.49045637801478814,0.47223693922533394,success
62,2000,8,1,6.0,2.0,0.01,0.51,3.999999999999999,2,399,35,66,0,0.9774232148295249,0.13097804743623345,success
54,2000,8,1,6.0,2.0,0.01,0.51,2.3999999999999995,2,452,24,24,0,1.0,0.0,success
38,2000,8,1,6.0,2.0,0.01,0.5,8.399999999999999,2,253,33,214,0,0.48086676323498095,0.4742802370715873,success
60,2000,8,1,6.0,2.0,0.01,0.51,3.5999999999999996,2,413,35,52,0,0.9888749992440278,0.0568433186423319,success
39,2000,8,1,6.0,2.0,0.01,0.5,8.599999999999998,2,247,33,220,0,0.4636371357798217,0.4731617118544875,success
59,2000,8,1,6.0,2.0,0.01,0.51,3.3999999999999995,2,421,35,44,0,0.9845571483020211,0.07291378373819979,success
41,2000,8,1,6.0,2.0,0.01,0.5,8.999999999999998,2,234,31,235,0,0.44118179826864856,0.4701172613740013,success
61,2000,8,1,6.0,2.0,0.01,0.51,3.7999999999999994,2,405,34,61,0,0.9679426592454106,0.14401876842907857,success
63,2000,8,1,6.0,2.0,0.01,0.51,4.199999999999999,2,392,34,74,0,0.9370394041137757,0.22977773389799894,success
40,2000,8,1,6.0,2.0,0.01,0.5,8.799999999999997,2,240,31,229,0,0.44388816534755043,0.47081791970627124,success
64,2000,8,1,6.0,2.0,0.01,0.51,4.3999999999999995,2,388,36,76,0,0.9390456408577487,0.2277320951861658,success
