combination_id,n,k,p,q,thrshld,p1,p2,beta,seeds,case_A_count,case_B_count,case_C_count,case_Invalid_count,delta_star_mean,delta_star_std,status
4,2000,8,4,0.0,3.0,0.1,0.5,1.5999999999999999,3,143,196,161,0,0.7067532876049122,0.27592299446539836,success
6,2000,8,4,0.0,3.0,0.1,0.5,1.9999999999999998,3,85,229,186,0,0.5967435698318833,0.25901641478526133,success
1,2000,8,4,0.0,3.0,0.1,0.5,1.0,3,338,162,0,0,,,success
3,2000,8,4,0.0,3.0,0.1,0.5,1.4,3,187,175,138,0,0.7798984554647553,0.2679661433910281,success
2,2000,8,4,0.0,3.0,0.1,0.5,1.2,3,243,168,89,0,0.8813275645826265,0.2177751447072356,success
5,2000,8,4,0.0,3.0,0.1,0.5,1.7999999999999998,3,108,215,177,0,0.6737271254819851,0.2690884104282375,success
8,2000,8,4,0.0,3.0,0.1,0.5,2.3999999999999995,3,50,241,209,0,0.5389150934205884,0.22638638299959707,success
15,2000,8,4,0.0,3.0,0.1,0.5,3.7999999999999994,3,0,267,233,0,0.411878695605865,0.13164564553001576,success
12,2000,8,4,0.0,3.0,0.1,0.5,3.1999999999999993,3,3,260,237,0,0.44311713140095105,0.15063479615035788,success
10,2000,8,4,0.0,3.0,0.1,0.5,2.8,3,19,256,225,0,0.47547031565173387,0.17410535280024686,success
11,2000,8,4,0.0,3.0,0.1,0.5,2.9999999999999996,3,8,258,234,0,0.4524683939809573,0.15821024634365277,success
7,2000,8,4,0.0,3.0,0.1,0.5,2.1999999999999997,3,63,231,206,0,0.5883349899619007,0.2582632453259348,success
20,2000,8,4,0.0,3.0,0.1,0.5,4.799999999999999,3,0,267,233,0,0.38973537447795564,0.11630627362297757,success
13,2000,8,4,0.0,3.0,0.1,0.5,3.3999999999999995,3,1,263,236,0,0.4299590741640945,0.14142687918740504,success
14,2000,8,4,0.0,3.0,0.1,0.5,3.5999999999999996,3,2,264,234,0,0.41862920939366255,0.13235862815536978,success
9,2000,8,4,0.0,3.0,0.1,0.5,2.5999999999999996,3,38,249,213,0,0.49741754129820415,0.19223462029886235,success
16,2000,8,4,0.0,3.0,0.1,0.5,3.999999999999999,3,0,267,233,0,0.40272774150989055,0.1259881792770654,success
17,2000,8,4,0.0,3.0,0.1,0.5,4.199999999999999,3,0,267,233,0,0.3993054552125945,0.12305640145726712,success
18,2000,8,4,0.0,3.0,0.1,0.5,4.3999999999999995,3,0,267,233,0,0.39604555365967453,0.12070204089099126,success
19,2000,8,4,0.0,3.0,0.1,0.5,4.6,3,0,267,233,0,0.39283105430177084,0.11891067802772864,success
21,2000,8,4,0.0,3.0,0.1,0.5,4.999999999999999,3,0,267,233,0,0.387298799816325,0.11504053794629093,success
22,2000,8,4,0.0,3.0,0.1,0.5,5.199999999999999,3,0,267,233,0,0.3862907616927837,0.11428187086594459,success
23,2000,8,4,0.0,3.0,0.1,0.5,5.399999999999999,3,0,267,233,0,0.3850953955433596,0.11320914618109681,success
25,2000,8,4,0.0,3.0,0.1,0.5,5.799999999999999,3,0,267,233,0,0.3829910475747439,0.1113679097984188,success
24,2000,8,4,0.0,3.0,0.1,0.5,5.599999999999999,3,0,267,233,0,0.3840580271695309,0.11236139232810781,success
26,2000,8,4,0.0,3.0,0.1,0.5,5.999999999999999,3,0,267,233,0,0.3820778924175738,0.1107968588210431,success
27,2000,8,4,0.0,3.0,0.1,0.5,6.199999999999999,3,0,267,233,0,0.38173769564277776,0.11045913115677401,success
28,2000,8,4,0.0,3.0,0.1,0.5,6.399999999999999,3,0,267,233,0,0.3812236311292011,0.10991949993922127,success
29,2000,8,4,0.0,3.0,0.1,0.5,6.599999999999999,3,0,267,233,0,0.3808722329963394,0.10966575807057545,success
48,2000,8,4,0.0,3.0,0.1,0.51,1.2,3,247,164,89,0,0.8682185730098056,0.2280294498734516,success
52,2000,8,4,0.0,3.0,0.1,0.51,1.9999999999999998,3,88,222,190,0,0.5878224690431153,0.25819775763087915,success
47,2000,8,4,0.0,3.0,0.1,0.51,1.0,3,340,160,0,0,,,success
51,2000,8,4,0.0,3.0,0.1,0.51,1.7999999999999998,3,111,206,183,0,0.6660479625404994,0.2699203543212338,success
30,2000,8,4,0.0,3.0,0.1,0.5,6.799999999999999,3,0,267,233,0,0.3804504425897629,0.10928651244863241,success
49,2000,8,4,0.0,3.0,0.1,0.51,1.4,3,189,170,141,0,0.7765653243673796,0.27088001041397564,success
50,2000,8,4,0.0,3.0,0.1,0.51,1.5999999999999999,3,145,193,162,0,0.6966698105490492,0.2783384454649148,success
31,2000,8,4,0.0,3.0,0.1,0.5,6.999999999999998,3,0,267,233,0,0.38016355043364464,0.10905710215052793,success
32,2000,8,4,0.0,3.0,0.1,0.5,7.199999999999998,3,0,267,233,0,0.3799545369292116,0.10883944913823596,success
53,2000,8,4,0.0,3.0,0.1,0.51,2.1999999999999997,3,66,222,212,0,0.5778880401375512,0.25097666393486734,success
54,2000,8,4,0.0,3.0,0.1,0.51,2.3999999999999995,3,50,234,216,0,0.5377636649554133,0.22540095130166068,success
55,2000,8,4,0.0,3.0,0.1,0.51,2.5999999999999996,3,39,241,220,0,0.49768355882801557,0.19361662549783346,success
56,2000,8,4,0.0,3.0,0.1,0.51,2.8,3,20,248,232,0,0.47632092682414373,0.17436902510780153,success
57,2000,8,4,0.0,3.0,0.1,0.51,2.9999999999999996,3,9,248,243,0,0.4523249879465486,0.15823634365451447,success
58,2000,8,4,0.0,3.0,0.1,0.51,3.1999999999999993,3,3,251,246,0,0.4431235118847501,0.15076554729172842,success
38,2000,8,4,0.0,3.0,0.1,0.5,8.399999999999999,3,0,267,233,0,0.3791712656922297,0.10804741646220287,success
59,2000,8,4,0.0,3.0,0.1,0.51,3.3999999999999995,3,1,254,245,0,0.43039538438422753,0.14152220891615025,success
41,2000,8,4,0.0,3.0,0.1,0.5,8.999999999999998,3,0,267,233,0,0.3790151974115122,0.10790654604298743,success
39,2000,8,4,0.0,3.0,0.1,0.5,8.599999999999998,3,0,267,233,0,0.37909802923888597,0.10798339191523186,success
42,2000,8,4,0.0,3.0,0.1,0.5,9.199999999999998,3,0,267,233,0,0.3789863126940353,0.1078670127648155,success
61,2000,8,4,0.0,3.0,0.1,0.51,3.7999999999999994,3,0,258,242,0,0.41313521506493384,0.13163514562920672,success
40,2000,8,4,0.0,3.0,0.1,0.5,8.799999999999997,3,0,267,233,0,0.37904265484551203,0.10791549466605395,success
60,2000,8,4,0.0,3.0,0.1,0.51,3.5999999999999996,3,2,256,242,0,0.41939783782021206,0.13271444841506363,success
35,2000,8,4,0.0,3.0,0.1,0.5,7.799999999999999,3,0,267,233,0,0.37947051093979645,0.10833880366959879,success
46,2000,8,4,0.0,3.0,0.1,0.5,9.999999999999998,3,0,267,233,0,0.37886273090920614,0.10773015541261172,success
62,2000,8,4,0.0,3.0,0.1,0.51,3.999999999999999,3,0,258,242,0,0.4042693098053914,0.12607467299766692,success
34,2000,8,4,0.0,3.0,0.1,0.5,7.599999999999999,3,0,267,233,0,0.3795901074906513,0.10847749681400103,success
36,2000,8,4,0.0,3.0,0.1,0.5,7.999999999999998,3,0,267,233,0,0.37929651955258586,0.10817564695762384,success
43,2000,8,4,0.0,3.0,0.1,0.5,9.399999999999999,3,0,267,233,0,0.378951865260766,0.10782666240238604,success
37,2000,8,4,0.0,3.0,0.1,0.5,8.2,3,0,267,233,0,0.37921366882044444,0.10808315590379729,success
44,2000,8,4,0.0,3.0,0.1,0.5,9.599999999999998,3,0,267,233,0,0.37893590654232473,0.10781842778687863,success
45,2000,8,4,0.0,3.0,0.1,0.5,9.799999999999997,3,0,267,233,0,0.37889197274218517,0.10775940642912936,success
33,2000,8,4,0.0,3.0,0.1,0.5,7.399999999999999,3,0,267,233,0,0.3797355053028188,0.10859836013478706,success
65,2000,8,4,0.0,3.0,0.1,0.51,4.6,3,0,260,240,0,0.39420081316856614,0.11931962482351836,success
63,2000,8,4,0.0,3.0,0.1,0.51,4.199999999999999,3,0,259,241,0,0.4004201486299903,0.12317646784083885,success
64,2000,8,4,0.0,3.0,0.1,0.51,4.3999999999999995,3,0,259,241,0,0.39760213726236854,0.12097579333982073,success
66,2000,8,4,0.0,3.0,0.1,0.51,4.799999999999999,3,0,260,240,0,0.39112582626617937,0.11672642957303424,success
67,2000,8,4,0.0,3.0,0.1,0.51,4.999999999999999,3,0,260,240,0,0.388606188196585,0.11539413317556843,success
69,2000,8,4,0.0,3.0,0.1,0.51,5.399999999999999,3,0,260,240,0,0.3863780219020089,0.11355194092562414,success
68,2000,8,4,0.0,3.0,0.1,0.51,5.199999999999999,3,0,260,240,0,0.38754575974521527,0.11459721668888127,success
70,2000,8,4,0.0,3.0,0.1,0.51,5.599999999999999,3,0,260,240,0,0.3853330948008216,0.11272567769339766,success
71,2000,8,4,0.0,3.0,0.1,0.51,5.799999999999999,3,0,260,240,0,0.38422554667160314,0.1117080723066517,success
93,2000,8,4,0.0,3.0,0.1,0.52,1.0,3,344,156,0,0,,,success
72,2000,8,4,0.0,3.0,0.1,0.51,5.999999999999999,3,0,260,240,0,0.3833368125007786,0.11116027604804977,success
96,2000,8,4,0.0,3.0,0.1,0.52,1.5999999999999999,3,151,190,159,0,0.6868436733971388,0.2787524560793426,success
95,2000,8,4,0.0,3.0,0.1,0.52,1.4,3,193,169,138,0,0.770991443647983,0.2706073106560473,success
94,2000,8,4,0.0,3.0,0.1,0.52,1.2,3,252,161,87,0,0.8685559508730297,0.22957072307849416,success
97,2000,8,4,0.0,3.0,0.1,0.52,1.7999999999999998,3,117,202,181,0,0.6589292036389393,0.2693394925793827,success
98,2000,8,4,0.0,3.0,0.1,0.52,1.9999999999999998,3,90,218,192,0,0.5884155112196683,0.2563196233555416,success
73,2000,8,4,0.0,3.0,0.1,0.51,6.199999999999999,3,0,260,240,0,0.38298461544289436,0.1108086870705722,success
74,2000,8,4,0.0,3.0,0.1,0.51,6.399999999999999,3,0,260,240,0,0.38246946774231166,0.11027514273913233,success
99,2000,8,4,0.0,3.0,0.1,0.52,2.1999999999999997,3,65,219,216,0,0.5834137769667217,0.25359424538741193,success
100,2000,8,4,0.0,3.0,0.1,0.52,2.3999999999999995,3,52,228,220,0,0.5416427717203027,0.22672722931038414,success
75,2000,8,4,0.0,3.0,0.1,0.51,6.599999999999999,3,0,260,240,0,0.38212320385855264,0.11003021139841603,success
101,2000,8,4,0.0,3.0,0.1,0.52,2.5999999999999996,3,40,236,224,0,0.49979334153264077,0.19172525648786565,success
102,2000,8,4,0.0,3.0,0.1,0.52,2.8,3,21,243,236,0,0.47798054812941265,0.17027499339676785,success
85,2000,8,4,0.0,3.0,0.1,0.51,8.599999999999998,3,0,260,240,0,0.3803312741239805,0.1083405124266959,success
81,2000,8,4,0.0,3.0,0.1,0.51,7.799999999999999,3,0,260,240,0,0.3806951162325376,0.10868658433789338,success
78,2000,8,4,0.0,3.0,0.1,0.51,7.199999999999998,3,0,260,240,0,0.3811957089277052,0.10919223989717744,success
79,2000,8,4,0.0,3.0,0.1,0.51,7.399999999999999,3,0,260,240,0,0.38096816158824826,0.10894586565998689,success
80,2000,8,4,0.0,3.0,0.1,0.51,7.599999999999999,3,0,260,240,0,0.3808344679752092,0.10884610350099348,success
