combination_id,k,thrshld,p1,p2,beta,seeds,primary_delta_star,num_intersections,status,delta_star_count,delta_star_values,dominant_below,dominant_above,always_dominant,intersection_1,intersection_2,intersection_3,intersection_4,intersection_5
1,4,2,0.1,0.3,1,2,,0,not_found,0,None,,,Clustered,,,,,
2,4,2,0.1,0.3,3,2,0.936894634,1,found,1,0.9369,Clustered,Random,,0.936894634,,,,
9,4,2,0.1,0.5,1,2,,0,not_found,0,None,,,Clustered,,,,,
10,4,2,0.1,0.5,3,2,,0,not_found,0,None,,,Clustered,,,,,
3,4,2,0.1,0.3,5,2,0.267476985,2,multiple,2,"[0.2675, 0.5780]",,,,0.267476985,0.577974191,,,
5,4,2,0.1,4,1,2,,0,not_found,0,None,,,Clustered,,,,,
13,4,2,0.1,0.6,1,2,,0,not_found,0,None,,,Clustered,,,,,
6,4,2,0.1,4,3,2,,0,not_found,0,None,,,Clustered,,,,,
7,4,2,0.1,4,5,2,0.845946162,1,found,1,0.8459,Clustered,Random,,0.845946162,,,,
4,4,2,0.1,0.3,7,2,0.594591726,1,found,1,0.5946,Clustered,Random,,0.594591726,,,,
8,4,2,0.1,4,7,2,0.768673876,1,found,1,0.7687,Clustered,Random,,0.768673876,,,,
14,4,2,0.1,0.6,3,2,,0,not_found,0,None,,,Clustered,,,,,
17,4,2,0.1,0.7,1,2,,0,not_found,0,None,,,Clustered,,,,,
21,4,2,0.1,0.8,1,2,,0,not_found,0,None,,,Clustered,,,,,
11,4,2,0.1,0.5,5,2,0.758171799,1,found,1,0.7582,Clustered,Random,,0.758171799,,,,
18,4,2,0.1,0.7,3,2,,0,not_found,0,None,,,Clustered,,,,,
12,4,2,0.1,0.5,7,2,0.701325917,1,found,1,0.7013,Clustered,Random,,0.701325917,,,,
15,4,2,0.1,0.6,5,2,0.795568469,1,found,1,0.7956,Clustered,Random,,0.795568469,,,,
16,4,2,0.1,0.6,7,2,0.723049278,1,found,1,0.723,Clustered,Random,,0.723049278,,,,
25,4,2,0.1,0.9,1,2,,0,not_found,0,None,,,Clustered,,,,,
19,4,2,0.1,0.7,5,2,0.823145908,1,found,1,0.8231,Clustered,Random,,0.823145908,,,,
22,4,2,0.1,0.8,3,2,,0,not_found,0,None,,,Clustered,,,,,
20,4,2,0.1,0.7,7,2,0.760745247,1,found,1,0.7607,Clustered,Random,,0.760745247,,,,
23,4,2,0.1,0.8,5,2,0.825803467,1,found,1,0.8258,Clustered,Random,,0.825803467,,,,
26,4,2,0.1,0.9,3,2,,0,not_found,0,None,,,Clustered,,,,,
29,4,2,0.1,1,1,2,,0,not_found,0,None,,,Clustered,,,,,
33,4,2,0.2,0.3,1,2,,0,not_found,0,None,,,Random,,,,,
30,4,2,0.1,1,3,2,,0,not_found,0,None,,,Clustered,,,,,
24,4,2,0.1,0.8,7,2,0.757859484,1,found,1,0.7579,Clustered,Random,,0.757859484,,,,
27,4,2,0.1,0.9,5,2,0.840609751,1,found,1,0.8406,Clustered,Random,,0.840609751,,,,
28,4,2,0.1,0.9,7,2,0.794609657,1,found,1,0.7946,Clustered,Random,,0.794609657,,,,
34,4,2,0.2,0.3,3,2,,0,not_found,0,None,,,Random,,,,,
31,4,2,0.1,1,5,2,0.851464661,1,found,1,0.8515,Clustered,Random,,0.851464661,,,,
41,4,2,0.2,0.5,1,2,1,1,found,1,1,Clustered,Random,,1,,,,
35,4,2,0.2,0.3,5,2,,0,not_found,0,None,,,Random,,,,,
37,4,2,0.2,4,1,2,,0,not_found,0,None,,,Clustered,,,,,
32,4,2,0.1,1,7,2,0.777816683,1,found,1,0.7778,Clustered,Random,,0.777816683,,,,
38,4,2,0.2,4,3,2,0.363146286,1,found,1,0.3631,Clustered,Random,,0.363146286,,,,
42,4,2,0.2,0.5,3,2,,0,not_found,0,None,,,Random,,,,,
45,4,2,0.2,0.6,1,2,0.394832851,1,found,1,0.3948,Random,Clustered,,0.394832851,,,,
39,4,2,0.2,4,5,2,0.382301163,1,found,1,0.3823,Clustered,Random,,0.382301163,,,,
40,4,2,0.2,4,7,2,0.478509485,1,found,1,0.4785,Clustered,Random,,0.478509485,,,,
49,4,2,0.2,0.7,1,2,0.433800662,1,found,1,0.4338,Random,Clustered,,0.433800662,,,,
36,4,2,0.2,0.3,7,2,,0,not_found,0,None,,,Random,,,,,
46,4,2,0.2,0.6,3,2,,0,not_found,0,None,,,Random,,,,,
43,4,2,0.2,0.5,5,2,,0,not_found,0,None,,,Random,,,,,
53,4,2,0.2,0.8,1,2,,0,not_found,0,None,,,Clustered,,,,,
44,4,2,0.2,0.5,7,2,,0,not_found,0,None,,,Random,,,,,
47,4,2,0.2,0.6,5,2,0.226094571,1,found,1,0.2261,Clustered,Random,,0.226094571,,,,
48,4,2,0.2,0.6,7,2,0.05285663,1,found,1,0.0529,Clustered,Random,,0.05285663,,,,
50,4,2,0.2,0.7,3,2,0.294176146,1,found,1,0.2942,Clustered,Random,,0.294176146,,,,
57,4,2,0.2,0.9,1,2,,0,not_found,0,None,,,Clustered,,,,,
51,4,2,0.2,0.7,5,2,0.296550897,1,found,1,0.2966,Clustered,Random,,0.296550897,,,,
52,4,2,0.2,0.7,7,2,0.109511026,1,found,1,0.1095,Clustered,Random,,0.109511026,,,,
54,4,2,0.2,0.8,3,2,,0,not_found,0,None,,,Random,,,,,
55,4,2,0.2,0.8,5,2,0.285860951,1,found,1,0.2859,Clustered,Random,,0.285860951,,,,
56,4,2,0.2,0.8,7,2,0.226842796,1,found,1,0.2268,Clustered,Random,,0.226842796,,,,
61,4,2,0.2,1,1,2,,0,not_found,0,None,,,Clustered,,,,,
58,4,2,0.2,0.9,3,2,0.131816422,1,found,1,0.1318,Clustered,Random,,0.131816422,,,,
65,4,2,0.3,0.3,1,2,,0,not_found,0,None,,,Random,,,,,
59,4,2,0.2,0.9,5,2,0.437274221,1,found,1,0.4373,Clustered,Random,,0.437274221,,,,
60,4,2,0.2,0.9,7,2,0.369973023,1,found,1,0.37,Clustered,Random,,0.369973023,,,,
66,4,2,0.3,0.3,3,2,,0,not_found,0,None,,,Random,,,,,
62,4,2,0.2,1,3,2,0.537347829,1,found,1,0.5373,Clustered,Random,,0.537347829,,,,
63,4,2,0.2,1,5,2,0.357570898,1,found,1,0.3576,Clustered,Random,,0.357570898,,,,
73,4,2,0.3,0.5,1,2,,0,not_found,0,None,,,Random,,,,,
64,4,2,0.2,1,7,2,0.448401187,1,found,1,0.4484,Clustered,Random,,0.448401187,,,,
69,4,2,0.3,4,1,2,0.431359717,1,found,1,0.4314,Random,Clustered,,0.431359717,,,,
67,4,2,0.3,0.3,5,2,,0,not_found,0,None,,,Random,,,,,
77,4,2,0.3,0.6,1,2,,0,not_found,0,None,,,Random,,,,,
70,4,2,0.3,4,3,2,0.063005135,1,found,1,0.063,Clustered,Random,,0.063005135,,,,
68,4,2,0.3,0.3,7,2,,0,not_found,0,None,,,Random,,,,,
71,4,2,0.3,4,5,2,0.113430506,1,found,1,0.1134,Clustered,Random,,0.113430506,,,,
72,4,2,0.3,4,7,2,,0,not_found,0,None,,,Random,,,,,
74,4,2,0.3,0.5,3,2,,0,not_found,0,None,,,Random,,,,,
81,4,2,0.3,0.7,1,2,,0,not_found,0,None,,,Random,,,,,
75,4,2,0.3,0.5,5,2,,0,not_found,0,None,,,Random,,,,,
76,4,2,0.3,0.5,7,2,,0,not_found,0,None,,,Random,,,,,
78,4,2,0.3,0.6,3,2,,0,not_found,0,None,,,Random,,,,,
85,4,2,0.3,0.8,1,2,0.797538213,1,found,1,0.7975,Clustered,Random,,0.797538213,,,,
79,4,2,0.3,0.6,5,2,,0,not_found,0,None,,,Random,,,,,
82,4,2,0.3,0.7,3,2,,0,not_found,0,None,,,Random,,,,,
80,4,2,0.3,0.6,7,2,,0,not_found,0,None,,,Random,,,,,
83,4,2,0.3,0.7,5,2,,0,not_found,0,None,,,Random,,,,,
89,4,2,0.3,0.9,1,2,0.559290895,2,multiple,2,"[0.5593, 0.8370]",,,,0.559290895,0.837015757,,,
84,4,2,0.3,0.7,7,2,0.067830521,1,found,1,0.0678,Clustered,Random,,0.067830521,,,,
86,4,2,0.3,0.8,3,2,0.064767535,1,found,1,0.0648,Clustered,Random,,0.064767535,,,,
87,4,2,0.3,0.8,5,2,,0,not_found,0,None,,,Random,,,,,
93,4,2,0.3,1,1,2,0.173379123,3,multiple,3,"[0.1734, 0.9426, 0.9713]",,,,0.173379123,0.942627977,0.971348731,,
88,4,2,0.3,0.8,7,2,,0,not_found,0,None,,,Random,,,,,
90,4,2,0.3,0.9,3,2,,0,not_found,0,None,,,Random,,,,,
91,4,2,0.3,0.9,5,2,,0,not_found,0,None,,,Random,,,,,
97,4,2,0,0.3,1,2,,0,not_found,0,None,,,Clustered,,,,,
98,4,2,0,0.3,3,2,,0,not_found,0,None,,,Clustered,,,,,
94,4,2,0.3,1,3,2,,0,not_found,0,None,,,Random,,,,,
92,4,2,0.3,0.9,7,2,,0,not_found,0,None,,,Random,,,,,
99,4,2,0,0.3,5,2,,0,not_found,0,None,,,Clustered,,,,,
101,4,2,0,0,1,2,,0,not_found,0,None,,,Clustered,,,,,
102,4,2,0,0,3,2,,0,not_found,0,None,,,Clustered,,,,,
103,4,2,0,0,5,2,,0,not_found,0,None,,,Clustered,,,,,
104,4,2,0,0,7,2,,0,not_found,0,None,,,Clustered,,,,,
109,4,2,0,0.5,1,2,,0,not_found,0,None,,,Clustered,,,,,
95,4,2,0.3,1,5,2,0.097684688,1,found,1,0.0977,Clustered,Random,,0.097684688,,,,
100,4,2,0,0.3,7,2,,0,not_found,0,None,,,Clustered,,,,,
96,4,2,0.3,1,7,2,0.088576169,1,found,1,0.0886,Clustered,Random,,0.088576169,,,,
110,4,2,0,0.5,3,2,,0,not_found,0,None,,,Clustered,,,,,
113,4,2,0,0.6,1,2,,0,not_found,0,None,,,Clustered,,,,,
105,4,2,0,4,1,2,,0,not_found,0,None,,,Clustered,,,,,
106,4,2,0,4,3,2,,0,not_found,0,None,,,Clustered,,,,,
114,4,2,0,0.6,3,2,,0,not_found,0,None,,,Clustered,,,,,
107,4,2,0,4,5,2,,0,not_found,0,None,,,Clustered,,,,,
117,4,2,0,0.7,1,2,,0,not_found,0,None,,,Clustered,,,,,
108,4,2,0,4,7,2,,0,not_found,0,None,,,Clustered,,,,,
111,4,2,0,0.5,5,2,,0,not_found,0,None,,,Clustered,,,,,
121,4,2,0,0.8,1,2,,0,not_found,0,None,,,Clustered,,,,,
118,4,2,0,0.7,3,2,,0,not_found,0,None,,,Clustered,,,,,
112,4,2,0,0.5,7,2,,0,not_found,0,None,,,Clustered,,,,,
125,4,2,0,0.9,1,2,,0,not_found,0,None,,,Clustered,,,,,
115,4,2,0,0.6,5,2,,0,not_found,0,None,,,Clustered,,,,,
116,4,2,0,0.6,7,2,,0,not_found,0,None,,,Clustered,,,,,
119,4,2,0,0.7,5,2,,0,not_found,0,None,,,Clustered,,,,,
120,4,2,0,0.7,7,2,,0,not_found,0,None,,,Clustered,,,,,
123,4,2,0,0.8,5,2,,0,not_found,0,None,,,Clustered,,,,,
122,4,2,0,0.8,3,2,,0,not_found,0,None,,,Clustered,,,,,
124,4,2,0,0.8,7,2,,0,not_found,0,None,,,Clustered,,,,,
126,4,2,0,0.9,3,2,,0,not_found,0,None,,,Clustered,,,,,
129,4,2,0,1,1,2,,0,not_found,0,None,,,Clustered,,,,,
127,4,2,0,0.9,5,2,,0,not_found,0,None,,,Clustered,,,,,
130,4,2,0,1,3,2,,0,not_found,0,None,,,Clustered,,,,,
128,4,2,0,0.9,7,2,,0,not_found,0,None,,,Clustered,,,,,
133,4,2,4,4,1,2,,0,not_found,0,None,,,Random,,,,,
131,4,2,0,1,5,2,,0,not_found,0,None,,,Clustered,,,,,
132,4,2,0,1,7,2,,0,not_found,0,None,,,Clustered,,,,,
134,4,2,4,4,3,2,,0,not_found,0,None,,,Random,,,,,
135,4,2,4,4,5,2,,0,not_found,0,None,,,Random,,,,,
141,4,2,0.5,0.5,1,2,,0,not_found,0,None,,,Random,,,,,
137,4,2,0.5,4,1,2,,0,not_found,0,None,,,Random,,,,,
136,4,2,4,4,7,2,,0,not_found,0,None,,,Random,,,,,
138,4,2,0.5,4,3,2,,0,not_found,0,None,,,Random,,,,,
145,4,2,0.5,0.6,1,2,,0,not_found,0,None,,,Random,,,,,
139,4,2,0.5,4,5,2,,0,not_found,0,None,,,Random,,,,,
140,4,2,0.5,4,7,2,,0,not_found,0,None,,,Random,,,,,
142,4,2,0.5,0.5,3,2,,0,not_found,0,None,,,Random,,,,,
149,4,2,0.5,0.7,1,2,,0,not_found,0,None,,,Random,,,,,
143,4,2,0.5,0.5,5,2,,0,not_found,0,None,,,Random,,,,,
146,4,2,0.5,0.6,3,2,,0,not_found,0,None,,,Random,,,,,
144,4,2,0.5,0.5,7,2,,0,not_found,0,None,,,Random,,,,,
147,4,2,0.5,0.6,5,2,,0,not_found,0,None,,,Random,,,,,
153,4,2,0.5,0.8,1,2,,0,not_found,0,None,,,Random,,,,,
148,4,2,0.5,0.6,7,2,,0,not_found,0,None,,,Random,,,,,
150,4,2,0.5,0.7,3,2,,0,not_found,0,None,,,Random,,,,,
157,4,2,0.5,0.9,1,2,,0,not_found,0,None,,,Random,,,,,
151,4,2,0.5,0.7,5,2,,0,not_found,0,None,,,Random,,,,,
152,4,2,0.5,0.7,7,2,,0,not_found,0,None,,,Random,,,,,
154,4,2,0.5,0.8,3,2,,0,not_found,0,None,,,Random,,,,,
155,4,2,0.5,0.8,5,2,,0,not_found,0,None,,,Random,,,,,
156,4,2,0.5,0.8,7,2,,0,not_found,0,None,,,Random,,,,,
158,4,2,0.5,0.9,3,2,,0,not_found,0,None,,,Random,,,,,
161,4,2,0.5,1,1,2,,0,not_found,0,None,,,Random,,,,,
159,4,2,0.5,0.9,5,2,,0,not_found,0,None,,,Random,,,,,
160,4,2,0.5,0.9,7,2,,0,not_found,0,None,,,Random,,,,,
162,4,2,0.5,1,3,2,,0,not_found,0,None,,,Random,,,,,
169,4,2,0.6,0.6,1,2,,0,not_found,0,None,,,Random,,,,,
165,4,2,0.6,4,1,2,,0,not_found,0,None,,,Random,,,,,
163,4,2,0.5,1,5,2,,0,not_found,0,None,,,Random,,,,,
164,4,2,0.5,1,7,2,,0,not_found,0,None,,,Random,,,,,
166,4,2,0.6,4,3,2,,0,not_found,0,None,,,Random,,,,,
173,4,2,0.6,0.7,1,2,,0,not_found,0,None,,,Random,,,,,
167,4,2,0.6,4,5,2,,0,not_found,0,None,,,Random,,,,,
168,4,2,0.6,4,7,2,,0,not_found,0,None,,,Random,,,,,
170,4,2,0.6,0.6,3,2,,0,not_found,0,None,,,Random,,,,,
177,4,2,0.6,0.8,1,2,,0,not_found,0,None,,,Random,,,,,
171,4,2,0.6,0.6,5,2,,0,not_found,0,None,,,Random,,,,,
174,4,2,0.6,0.7,3,2,,0,not_found,0,None,,,Random,,,,,
172,4,2,0.6,0.6,7,2,,0,not_found,0,None,,,Random,,,,,
175,4,2,0.6,0.7,5,2,,0,not_found,0,None,,,Random,,,,,
181,4,2,0.6,0.9,1,2,,0,not_found,0,None,,,Random,,,,,
176,4,2,0.6,0.7,7,2,,0,not_found,0,None,,,Random,,,,,
178,4,2,0.6,0.8,3,2,,0,not_found,0,None,,,Random,,,,,
179,4,2,0.6,0.8,5,2,,0,not_found,0,None,,,Random,,,,,
180,4,2,0.6,0.8,7,2,,0,not_found,0,None,,,Random,,,,,
182,4,2,0.6,0.9,3,2,,0,not_found,0,None,,,Random,,,,,
183,4,2,0.6,0.9,5,2,,0,not_found,0,None,,,Random,,,,,
185,4,2,0.6,1,1,2,,0,not_found,0,None,,,Random,,,,,
184,4,2,0.6,0.9,7,2,,0,not_found,0,None,,,Random,,,,,
186,4,2,0.6,1,3,2,,0,not_found,0,None,,,Random,,,,,
187,4,2,0.6,1,5,2,,0,not_found,0,None,,,Random,,,,,
193,4,2,0.7,0.7,1,2,,0,not_found,0,None,,,Random,,,,,
189,4,2,0.7,4,1,2,,0,not_found,0,None,,,Random,,,,,
190,4,2,0.7,4,3,2,,0,not_found,0,None,,,Random,,,,,
188,4,2,0.6,1,7,2,,0,not_found,0,None,,,Random,,,,,
191,4,2,0.7,4,5,2,,0,not_found,0,None,,,Random,,,,,
197,4,2,0.7,0.8,1,2,,0,not_found,0,None,,,Random,,,,,
192,4,2,0.7,4,7,2,,0,not_found,0,None,,,Random,,,,,
194,4,2,0.7,0.7,3,2,,0,not_found,0,None,,,Random,,,,,
195,4,2,0.7,0.7,5,2,,0,not_found,0,None,,,Random,,,,,
201,4,2,0.7,0.9,1,2,,0,not_found,0,None,,,Random,,,,,
196,4,2,0.7,0.7,7,2,,0,not_found,0,None,,,Random,,,,,
198,4,2,0.7,0.8,3,2,,0,not_found,0,None,,,Random,,,,,
199,4,2,0.7,0.8,5,2,,0,not_found,0,None,,,Random,,,,,
200,4,2,0.7,0.8,7,2,,0,not_found,0,None,,,Random,,,,,
202,4,2,0.7,0.9,3,2,,0,not_found,0,None,,,Random,,,,,
203,4,2,0.7,0.9,5,2,,0,not_found,0,None,,,Random,,,,,
205,4,2,0.7,1,1,2,,0,not_found,0,None,,,Random,,,,,
206,4,2,0.7,1,3,2,,0,not_found,0,None,,,Random,,,,,
204,4,2,0.7,0.9,7,2,,0,not_found,0,None,,,Random,,,,,
207,4,2,0.7,1,5,2,,0,not_found,0,None,,,Random,,,,,
209,4,2,0.8,4,1,2,,0,not_found,0,None,,,Random,,,,,
208,4,2,0.7,1,7,2,,0,not_found,0,None,,,Random,,,,,
213,4,2,0.8,0.8,1,2,,0,not_found,0,None,,,Random,,,,,
210,4,2,0.8,4,3,2,,0,not_found,0,None,,,Random,,,,,
211,4,2,0.8,4,5,2,,0,not_found,0,None,,,Random,,,,,
214,4,2,0.8,0.8,3,2,,0,not_found,0,None,,,Random,,,,,
212,4,2,0.8,4,7,2,,0,not_found,0,None,,,Random,,,,,
217,4,2,0.8,0.9,1,2,,0,not_found,0,None,,,Random,,,,,
215,4,2,0.8,0.8,5,2,,0,not_found,0,None,,,Random,,,,,
218,4,2,0.8,0.9,3,2,,0,not_found,0,None,,,Random,,,,,
219,4,2,0.8,0.9,5,2,,0,not_found,0,None,,,Random,,,,,
216,4,2,0.8,0.8,7,2,,0,not_found,0,None,,,Random,,,,,
221,4,2,0.8,1,1,2,,0,not_found,0,None,,,Random,,,,,
220,4,2,0.8,0.9,7,2,,0,not_found,0,None,,,Random,,,,,
222,4,2,0.8,1,3,2,,0,not_found,0,None,,,Random,,,,,
223,4,2,0.8,1,5,2,,0,not_found,0,None,,,Random,,,,,
225,4,2,0.9,4,1,2,,0,not_found,0,None,,,Random,,,,,
224,4,2,0.8,1,7,2,,0,not_found,0,None,,,Random,,,,,
229,4,2,0.9,0.9,1,2,,0,not_found,0,None,,,Random,,,,,
227,4,2,0.9,4,5,2,,0,not_found,0,None,,,Random,,,,,
226,4,2,0.9,4,3,2,,0,not_found,0,None,,,Random,,,,,
230,4,2,0.9,0.9,3,2,,0,not_found,0,None,,,Random,,,,,
228,4,2,0.9,4,7,2,,0,not_found,0,None,,,Random,,,,,
237,4,3,0.1,0.3,1,3,,0,not_found,0,None,,,Random,,,,,
231,4,2,0.9,0.9,5,2,,0,not_found,0,None,,,Random,,,,,
238,4,3,0.1,0.3,3,3,,0,not_found,0,None,,,Random,,,,,
233,4,2,0.9,1,1,2,,0,not_found,0,None,,,Random,,,,,
232,4,2,0.9,0.9,7,2,,0,not_found,0,None,,,Random,,,,,
241,4,3,0.1,4,1,3,0.854101739,1,found,1,0.8541,Random,Clustered,,0.854101739,,,,
242,4,3,0.1,4,3,3,,0,not_found,0,None,,,Random,,,,,
234,4,2,0.9,1,3,2,,0,not_found,0,None,,,Random,,,,,
245,4,3,0.1,0.5,1,3,,0,not_found,0,None,,,Random,,,,,
235,4,2,0.9,1,5,2,,0,not_found,0,None,,,Random,,,,,
236,4,2,0.9,1,7,2,,0,not_found,0,None,,,Random,,,,,
239,4,3,0.1,0.3,5,3,,0,not_found,0,None,,,Random,,,,,
246,4,3,0.1,0.5,3,3,,0,not_found,0,None,,,Random,,,,,
240,4,3,0.1,0.3,7,3,,0,not_found,0,None,,,Random,,,,,
249,4,3,0.1,0.6,1,3,,0,not_found,0,None,,,Random,,,,,
244,4,3,0.1,4,7,3,,0,not_found,0,None,,,Random,,,,,
243,4,3,0.1,4,5,3,,0,not_found,0,None,,,Random,,,,,
250,4,3,0.1,0.6,3,3,,0,not_found,0,None,,,Random,,,,,
253,4,3,0.1,0.7,1,3,,0,not_found,0,None,,,Random,,,,,
247,4,3,0.1,0.5,5,3,,0,not_found,0,None,,,Random,,,,,
254,4,3,0.1,0.7,3,3,,0,not_found,0,None,,,Random,,,,,
248,4,3,0.1,0.5,7,3,,0,not_found,0,None,,,Random,,,,,
257,4,3,0.1,0.8,1,3,,0,not_found,0,None,,,Random,,,,,
258,4,3,0.1,0.8,3,3,,0,not_found,0,None,,,Random,,,,,
261,4,3,0.1,0.9,1,3,,0,not_found,0,None,,,Random,,,,,
251,4,3,0.1,0.6,5,3,,0,not_found,0,None,,,Random,,,,,
252,4,3,0.1,0.6,7,3,,0,not_found,0,None,,,Random,,,,,
262,4,3,0.1,0.9,3,3,,0,not_found,0,None,,,Random,,,,,
255,4,3,0.1,0.7,5,3,,0,not_found,0,None,,,Random,,,,,
256,4,3,0.1,0.7,7,3,,0,not_found,0,None,,,Random,,,,,
265,4,3,0.1,1,1,3,0.887537658,1,found,1,0.8875,Random,Clustered,,0.887537658,,,,
266,4,3,0.1,1,3,3,,0,not_found,0,None,,,Random,,,,,
259,4,3,0.1,0.8,5,3,,0,not_found,0,None,,,Random,,,,,
260,4,3,0.1,0.8,7,3,,0,not_found,0,None,,,Random,,,,,
269,4,3,0.2,0.3,1,3,,0,not_found,0,None,,,Random,,,,,
267,4,3,0.1,1,5,3,,0,not_found,0,None,,,Random,,,,,
263,4,3,0.1,0.9,5,3,0.031747391,1,found,1,0.0317,Clustered,Random,,0.031747391,,,,
273,4,3,0.2,4,1,3,,0,not_found,0,None,,,Random,,,,,
270,4,3,0.2,0.3,3,3,,0,not_found,0,None,,,Random,,,,,
264,4,3,0.1,0.9,7,3,,0,not_found,0,None,,,Random,,,,,
271,4,3,0.2,0.3,5,3,,0,not_found,0,None,,,Random,,,,,
277,4,3,0.2,0.5,1,3,,0,not_found,0,None,,,Random,,,,,
268,4,3,0.1,1,7,3,,0,not_found,0,None,,,Random,,,,,
274,4,3,0.2,4,3,3,,0,not_found,0,None,,,Random,,,,,
278,4,3,0.2,0.5,3,3,,0,not_found,0,None,,,Random,,,,,
281,4,3,0.2,0.6,1,3,,0,not_found,0,None,,,Random,,,,,
275,4,3,0.2,4,5,3,,0,not_found,0,None,,,Random,,,,,
272,4,3,0.2,0.3,7,3,,0,not_found,0,None,,,Random,,,,,
285,4,3,0.2,0.7,1,3,,0,not_found,0,None,,,Random,,,,,
279,4,3,0.2,0.5,5,3,,0,not_found,0,None,,,Random,,,,,
282,4,3,0.2,0.6,3,3,,0,not_found,0,None,,,Random,,,,,
276,4,3,0.2,4,7,3,,0,not_found,0,None,,,Random,,,,,
289,4,3,0.2,0.8,1,3,,0,not_found,0,None,,,Random,,,,,
286,4,3,0.2,0.7,3,3,,0,not_found,0,None,,,Random,,,,,
283,4,3,0.2,0.6,5,3,,0,not_found,0,None,,,Random,,,,,
280,4,3,0.2,0.5,7,3,,0,not_found,0,None,,,Random,,,,,
293,4,3,0.2,0.9,1,3,,0,not_found,0,None,,,Random,,,,,
287,4,3,0.2,0.7,5,3,,0,not_found,0,None,,,Random,,,,,
290,4,3,0.2,0.8,3,3,,0,not_found,0,None,,,Random,,,,,
284,4,3,0.2,0.6,7,3,,0,not_found,0,None,,,Random,,,,,
297,4,3,0.2,1,1,3,,0,not_found,0,None,,,Random,,,,,
291,4,3,0.2,0.8,5,3,,0,not_found,0,None,,,Random,,,,,
294,4,3,0.2,0.9,3,3,,0,not_found,0,None,,,Random,,,,,
288,4,3,0.2,0.7,7,3,,0,not_found,0,None,,,Random,,,,,
295,4,3,0.2,0.9,5,3,,0,not_found,0,None,,,Random,,,,,
298,4,3,0.2,1,3,3,,0,not_found,0,None,,,Random,,,,,
301,4,3,0.3,0.3,1,3,,0,not_found,0,None,,,Random,,,,,
292,4,3,0.2,0.8,7,3,,0,not_found,0,None,,,Random,,,,,
299,4,3,0.2,1,5,3,,0,not_found,0,None,,,Random,,,,,
305,4,3,0.3,4,1,3,,0,not_found,0,None,,,Random,,,,,
302,4,3,0.3,0.3,3,3,,0,not_found,0,None,,,Random,,,,,
296,4,3,0.2,0.9,7,3,,0,not_found,0,None,,,Random,,,,,
306,4,3,0.3,4,3,3,,0,not_found,0,None,,,Random,,,,,
309,4,3,0.3,0.5,1,3,,0,not_found,0,None,,,Random,,,,,
300,4,3,0.2,1,7,3,,0,not_found,0,None,,,Random,,,,,
310,4,3,0.3,0.5,3,3,,0,not_found,0,None,,,Random,,,,,
313,4,3,0.3,0.6,1,3,,0,not_found,0,None,,,Random,,,,,
303,4,3,0.3,0.3,5,3,,0,not_found,0,None,,,Random,,,,,
307,4,3,0.3,4,5,3,,0,not_found,0,None,,,Random,,,,,
314,4,3,0.3,0.6,3,3,,0,not_found,0,None,,,Random,,,,,
317,4,3,0.3,0.7,1,3,,0,not_found,0,None,,,Random,,,,,
304,4,3,0.3,0.3,7,3,,0,not_found,0,None,,,Random,,,,,
311,4,3,0.3,0.5,5,3,,0,not_found,0,None,,,Random,,,,,
318,4,3,0.3,0.7,3,3,,0,not_found,0,None,,,Random,,,,,
321,4,3,0.3,0.8,1,3,,0,not_found,0,None,,,Random,,,,,
308,4,3,0.3,4,7,3,,0,not_found,0,None,,,Random,,,,,
315,4,3,0.3,0.6,5,3,,0,not_found,0,None,,,Random,,,,,
312,4,3,0.3,0.5,7,3,,0,not_found,0,None,,,Random,,,,,
322,4,3,0.3,0.8,3,3,,0,not_found,0,None,,,Random,,,,,
325,4,3,0.3,0.9,1,3,,0,not_found,0,None,,,Random,,,,,
319,4,3,0.3,0.7,5,3,,0,not_found,0,None,,,Random,,,,,
316,4,3,0.3,0.6,7,3,,0,not_found,0,None,,,Random,,,,,
329,4,3,0.3,1,1,3,,0,not_found,0,None,,,Random,,,,,
326,4,3,0.3,0.9,3,3,,0,not_found,0,None,,,Random,,,,,
323,4,3,0.3,0.8,5,3,,0,not_found,0,None,,,Random,,,,,
333,4,3,0,0.3,1,3,,0,not_found,0,None,,,Clustered,,,,,
330,4,3,0.3,1,3,3,,0,not_found,0,None,,,Random,,,,,
320,4,3,0.3,0.7,7,3,,0,not_found,0,None,,,Random,,,,,
334,4,3,0,0.3,3,3,,0,not_found,0,None,,,Clustered,,,,,
335,4,3,0,0.3,5,3,,0,not_found,0,None,,,Clustered,,,,,
327,4,3,0.3,0.9,5,3,,0,not_found,0,None,,,Random,,,,,
337,4,3,0,0,1,3,,0,not_found,0,None,,,Clustered,,,,,
336,4,3,0,0.3,7,3,,0,not_found,0,None,,,Clustered,,,,,
338,4,3,0,0,3,3,,0,not_found,0,None,,,Clustered,,,,,
339,4,3,0,0,5,3,,0,not_found,0,None,,,Clustered,,,,,
324,4,3,0.3,0.8,7,3,,0,not_found,0,None,,,Random,,,,,
341,4,3,0,4,1,3,,0,not_found,0,None,,,Clustered,,,,,
340,4,3,0,0,7,3,,0,not_found,0,None,,,Clustered,,,,,
342,4,3,0,4,3,3,,0,not_found,0,None,,,Clustered,,,,,
343,4,3,0,4,5,3,,0,not_found,0,None,,,Clustered,,,,,
345,4,3,0,0.5,1,3,,0,not_found,0,None,,,Clustered,,,,,
