delta,V_clustered_mean,V_clustered_se,V_random_mean,V_random_se,difference,delta_star_count,delta_star_values,dominant_below,dominant_above,always_dominant
0.217,0.48985985978094027,0.005844132060699029,0.4523025525200001,0.003865036995005664,-0.03755730726094014,0,None,,,Clustered
0.218,0.4924284716756151,0.005903742470462146,0.4544735292799998,0.003901356987133826,-0.03795494239561531,0,None,,,Clustered
0.219,0.49500050434264176,0.005963717856476917,0.4566453183599999,0.003937852807316988,-0.03835518598264187,0,None,,,Clustered
0.22,0.49757596684431926,0.006024059332653816,0.4588179199999999,0.003974524542718538,-0.03875804684431938,0,None,,,Clustered
0.221,0.5001548682708686,0.006084768017733843,0.46099133443999996,0.004011372280583498,-0.03916353383086868,0,None,,,Clustered
0.222,0.5027372177405407,0.006145845035309921,0.46316556191999986,0.004048396108238467,-0.03957165582054084,0,None,,,Clustered
0.223,0.5053230243997204,0.006207291513848497,0.4653406026800003,0.004085596113091543,-0.03998242171972011,0,None,,,Clustered
0.224,0.5079122974230313,0.006269108586711183,0.4675164569600003,0.004122972382632267,-0.04039584046303102,0,None,,,Clustered
0.225,0.5105050460134452,0.006331297392176471,0.46969312499999966,0.004160525004431531,-0.040811921013445496,0,None,,,Clustered
0.226,0.513101279402389,0.006393859073461637,0.47187060704000033,0.004198254066141544,-0.0412306723623887,0,None,,,Clustered
0.227,0.5157010068498491,0.006456794778744635,0.47404890332000016,0.004236159655495739,-0.04165210352984894,0,None,,,Clustered
0.228,0.5183042376444821,0.006520105661186136,0.47622801407999993,0.004274241860308698,-0.04207622356448215,0,None,,,Clustered
0.229,0.5209109811037234,0.006583792878951714,0.47840793955999983,0.0043125007684761095,-0.04250304154372353,0,None,,,Clustered
0.23,0.523521246573895,0.006647857595234045,0.48058868000000016,0.004350936467974686,-0.042932566573894826,0,None,,,Clustered
0.231,0.5261350434303123,0.006712300978275261,0.4827702356399998,0.004389549046862081,-0.04336480779031243,0,None,,,Clustered
0.232,0.5287523810773994,0.006777124201389394,0.48495260672,0.004428338593276854,-0.0437997743573994,0,None,,,Clustered
0.233,0.5313732689487946,0.006842328442984896,0.48713579347999997,0.004467305195438371,-0.044237475468794585,0,None,,,Clustered
0.234,0.5339977165074616,0.00690791488658732,0.48931979616000015,0.004506448941646754,-0.044677920347461486,0,None,,,Clustered
0.23500000000000001,0.5366257332458022,0.006973884720862016,0.49150461499999976,0.004545769920282813,-0.04512111824580245,0,None,,,Clustered
0.23600000000000002,0.5392573286857673,0.007040239139637017,0.4936902502400001,0.004585268219807957,-0.045567078445767184,0,None,,,Clustered
0.23700000000000002,0.5418925123789662,0.0071069793419259635,0.4958767021200003,0.004624943928764154,-0.046015810258965895,0,None,,,Clustered
0.23800000000000002,0.5445312939067817,0.0071741065319511675,0.4980639708800002,0.004664797135773839,-0.04646732302678147,0,None,,,Clustered
0.23900000000000002,0.5471736828804835,0.0072416219191667516,0.5002520567600004,0.004704827929539871,-0.04692162612048312,0,None,,,Clustered
0.24,0.5498196889413374,0.007309526718281921,0.5024409600000004,0.00474503639884543,-0.04737872894133699,0,None,,,Clustered
0.241,0.5524693217607229,0.007377822149284331,0.5046306808399998,0.0047854226325539815,-0.0478386409207231,0,None,,,Clustered
0.242,0.5551225910402464,0.00744650943746353,0.5068212195200001,0.004825986719609198,-0.04830137152024627,0,None,,,Clustered
0.243,0.5577795065118537,0.007515589813434561,0.5090125762800002,0.004866728749034873,-0.04876693023185352,0,None,,,Clustered
0.244,0.5604400779379468,0.0075850645131616086,0.5112047513599999,0.004907648809934887,-0.049235326577946936,0,None,,,Clustered
0.245,0.5631043151115009,0.007654934777981839,0.5133977449999999,0.004948746991493098,-0.049706570111501036,0,None,,,Clustered
0.246,0.565772227856177,0.007725201854629224,0.5155915574400005,0.004990023382973322,-0.050180670416176465,0,None,,,Clustered
0.247,0.5684438260264391,0.007795866995258576,0.5177861889199996,0.005031478073719206,-0.050657637106439446,0,None,,,Clustered
0.248,0.571119119507674,0.007866931457469669,0.5199816396799999,0.0050731111531542306,-0.05113747982767414,0,None,,,Clustered
0.249,0.5737981182163062,0.007938396504331416,0.52217790996,0.005114922710781566,-0.0516202082563062,0,None,,,Clustered
0.25,0.5764808320999145,0.008010263404406224,0.524375,0.005156912836184069,-0.052105832099914484,0,None,,,Clustered
0.251,0.5791672711373532,0.008082533431774407,0.5265729100399997,0.005199081619024166,-0.05259436109735349,0,None,,,Clustered
0.252,0.581857445338871,0.00815520786605875,0.5287716403200001,0.005241429149043822,-0.053085805018870835,0,None,,,Clustered
0.253,0.5845513647462248,0.008228287992449136,0.53097119108,0.0052839555160644515,-0.053580173666224806,0,None,,,Clustered
0.254,0.5872490394328079,0.008301775101727334,0.5331715625599996,0.005326660809986855,-0.05407747687280828,0,None,,,Clustered
0.255,0.5899504795037637,0.008375670490291849,0.5353727550000004,0.005369545120791147,-0.0545777245037633,0,None,,,Clustered
0.256,0.5926556950961085,0.008449975460182942,0.5375747686400001,0.005412608538536699,-0.0550809264561084,0,None,,,Clustered
0.257,0.5953646963788539,0.00852469131910771,0.5397776037199996,0.005455851153362066,-0.05558709265885431,0,None,,,Clustered
0.258,0.5980774935531276,0.008599819380465275,0.5419812604800001,0.005499273055484903,-0.0560962330731275,0,None,,,Clustered
0.259,0.6007940968522939,0.008675360963372163,0.5441857391600002,0.005542874335201947,-0.056608357692293665,0,None,,,Clustered
0.26,0.6035145165420789,0.008751317392687703,0.5463910399999995,0.005586655082888865,-0.05712347654207939,0,None,,,Clustered
0.261,0.6062387629206933,0.008827689999039589,0.5485971632399997,0.005630615389000272,-0.0576415996806936,0,None,,,Clustered
0.262,0.6089668463189561,0.008904480118849567,0.5508041091200004,0.005674755344069616,-0.058162737198955705,0,None,,,Clustered
0.263,0.611698777100416,0.008981689094359186,0.5530118778799997,0.005719075038709109,-0.058686899220416255,0,None,,,Clustered
0.264,0.6144345656614797,0.009059318273655727,0.5552204697599996,0.00576357456360968,-0.05921409590148008,0,None,,,Clustered
0.265,0.6171742224315377,0.009137369010698226,0.5574298850000003,0.005808254009540905,-0.0597443374315374,0,None,,,Clustered
0.266,0.6199177578730847,0.009215842665343586,0.5596401238399998,0.005853113467350921,-0.06027763403308484,0,None,,,Clustered
0.267,0.6226651824818523,0.009294740603372813,0.5618511865199998,0.005898153027966354,-0.06081399596185255,0,None,,,Clustered
0.268,0.6254165067869323,0.009374064196517463,0.5640630732800005,0.005943372782392302,-0.06135343350693179,0,None,,,Clustered
0.269,0.628171741350903,0.00945381482248604,0.5662757843600003,0.005988772821712199,-0.06189595699090278,0,None,,,Clustered
0.27,0.6309308967699603,0.009533993864990672,0.5684893199999995,0.0060343532370877966,-0.06244157676996076,0,None,,,Clustered
0.271,0.633693983674044,0.0096146027137738,0.5707036804400005,0.006080114119759075,-0.06299030323404342,0,None,,,Clustered
0.272,0.6364610127269661,0.009695642764635061,0.5729188659200003,0.0061260555610441825,-0.0635421468069658,0,None,,,Clustered
0.273,0.639231994626542,0.009777115419458237,0.5751348766799999,0.006172177652339355,-0.06409711794654216,0,None,,,Clustered
0.274,0.6420069401047199,0.009859022086238336,0.5773517129600004,0.006218480485118864,-0.0646552271447195,0,None,,,Clustered
0.275,0.6447858599277099,0.009941364179108863,0.5795693750000003,0.006264964150934944,-0.0652164849277096,0,None,,,Clustered
0.276,0.6475687648961161,0.010024143118369095,0.5817878630399997,0.006311628741417722,-0.0657809018561164,0,None,,,Clustered
0.277,0.6503556658450691,0.010107360330511591,0.5840071773199995,0.00635847434827516,-0.06634848852506958,0,None,,,Clustered
0.278,0.6531465736443575,0.010191017248249746,0.5862273180800004,0.006405501063292956,-0.06691925556435707,0,None,,,Clustered
0.279,0.6559414991985573,0.010275115310545526,0.5884482855599997,0.006452708978334526,-0.06749321363855754,0,None,,,Clustered
0.28,0.6587404534471705,0.010359655962637297,0.5906700799999999,0.006500098185340895,-0.0680703734471706,0,None,,,Clustered
0.281,0.6615434473647562,0.010444640656067795,0.5928927016400005,0.006547668776330656,-0.06865074572475571,0,None,,,Clustered
0.28200000000000003,0.6643504919610633,0.010530070848712204,0.5951161507199999,0.006595420843399875,-0.06923434124106342,0,None,,,Clustered
0.28300000000000003,0.6671615982811687,0.01061594800480639,0.5973404274799998,0.00664335447872206,-0.0698211708011689,0,None,,,Clustered
0.28400000000000003,0.6699767774056106,0.010702273594975222,0.5995655321600003,0.00669146977454805,-0.07041124524561027,0,None,,,Clustered
0.28500000000000003,0.6727960404505237,0.0107890490962611,0.6017914650000001,0.006739766823205975,-0.07100457545052352,0,None,,,Clustered
0.28600000000000003,0.675619398567779,0.010876275992152504,0.6040182262399996,0.006788245717101211,-0.0716011723277794,0,None,,,Clustered
0.28700000000000003,0.6784468629451177,0.010963955772612732,0.6062458161200007,0.006836906548716261,-0.07220104682511697,0,None,,,Clustered
0.28800000000000003,0.6812784448062896,0.011052089934108823,0.6084742348800005,0.006885749410610711,-0.07280420992628911,0,None,,,Clustered
0.289,0.6841141554111927,0.011140679979640465,0.6107034827599999,0.006934774395421171,-0.07341067265119283,0,None,,,Clustered
0.29,0.6869540060560104,0.011229727418769238,0.6129335599999997,0.0069839815958612,-0.07402044605601077,0,None,,,Clustered
0.291,0.6897980080733531,0.01131923376764775,0.6151644668400005,0.007033371104721253,-0.07463354123335264,0,None,,,Clustered
0.292,0.692646172832395,0.01140920054904913,0.6173962035199996,0.007082943014868565,-0.07524996931239547,0,None,,,Clustered
0.293,0.6954985117390164,0.01149962929239651,0.6196287702799999,0.007132697419247153,-0.07586974145901659,0,None,,,Clustered
0.294,0.6983550362359476,0.011590521533792697,0.6218621673600002,0.007182634410877702,-0.07649286887594742,0,None,,,Clustered
0.295,0.7012157578029041,0.011681878816049965,0.624096395,0.007232754082857513,-0.0771193628029041,0,None,,,Clustered
0.296,0.7040806879567348,0.011773702688720047,0.6263314534399994,0.00728305652836042,-0.07774923451673543,0,None,,,Clustered
0.297,0.706949838251564,0.011865994708124113,0.6285673429200004,0.007333541840636756,-0.0783824953315636,0,None,,,Clustered
0.298,0.7098232202789306,0.01195875643738305,0.6308040636799999,0.007384210113013256,-0.07901915659893077,0,None,,,Clustered
0.299,0.7127008456679401,0.012051989446447801,0.63304161596,0.007435061438892997,-0.07965922970794015,0,None,,,Clustered
0.3,0.7155827260854002,0.012145695312129829,0.6352800000000005,0.007486095911755335,-0.08030272608539968,0,None,,,Clustered
0.301,0.7184688732359729,0.01223987561813176,0.6375192160400002,0.007537313625155847,-0.08094965719597269,0,None,,,Clustered
0.302,0.7213592988623192,0.012334531955078167,0.6397592643199997,0.007588714672726228,-0.08160003454231946,0,None,,,Clustered
0.303,0.7242540147452435,0.012429665920546446,0.6420001450800004,0.007640299148174289,-0.08225386966524317,0,None,,,Clustered
0.304,0.7271530327038417,0.012525279119097914,0.6442418585600003,0.0076920671452838036,-0.08291117414384142,0,None,,,Clustered
0.305,0.7300563645956509,0.012621373162308935,0.6464844049999999,0.007744018757914528,-0.083571959595651,0,None,,,Clustered
0.306,0.7329640223167955,0.012717949668802351,0.6487277846399992,0.00779615408000206,-0.08423623767679622,0,None,,,Clustered
0.307,0.7358760178021366,0.012815010264278861,0.6509719977200001,0.007848473205557838,-0.08490402008213649,0,None,,,Clustered
0.308,0.738792363025424,0.012912556581548747,0.6532170444800001,0.007900976228669017,-0.08557531854542388,0,None,,,Clustered
0.309,0.7417130699994435,0.013010590260563564,0.6554629251599998,0.007953663243498436,-0.08625014483944371,0,None,,,Clustered
0.31,0.7446381507761689,0.013109112948448149,0.6577096400000002,0.008006534344284548,-0.0869285107761687,0,None,,,Clustered
0.311,0.747567617446915,0.013208126299532585,0.6599571892399999,0.008059589625341328,-0.08761042820691511,0,None,,,Clustered
0.312,0.750501482142488,0.013307631975384511,0.6622055731199995,0.00811282918105825,-0.08829590902248852,0,None,,,Clustered
0.313,0.7534397570333395,0.013407631644841446,0.6644547918800003,0.008166253105900176,-0.0889849651533392,0,None,,,Clustered
0.314,0.75638245432972,0.013508126984043283,0.6667048457600002,0.00821986149440731,-0.08967760856971974,0,None,,,Clustered
0.315,0.7593295862818313,0.013609119676465003,0.6689557349999998,0.008273654441195138,-0.09037385128183151,0,None,,,Clustered
0.316,0.7622811651799849,0.013710611412949474,0.6712074598400004,0.008327632040954344,-0.09107370533998449,0,None,,,Clustered
0.317,0.7652372033547549,0.013812603891740405,0.6734600205200002,0.008381794388450754,-0.09177718283475467,0,None,,,Clustered
0.318,0.7681977131771337,0.013915098818515487,0.6757134172799999,0.008436141578525269,-0.0924842958971338,0,None,,,Clustered
0.319,0.7711627070586909,0.01401809790641967,0.6779676503600007,0.0084906737060938,-0.09319505669869022,0,None,,,Clustered
0.32,0.7741321974517298,0.014121602876098588,0.6802227200000002,0.008545390866147203,-0.09390947745172962,0,None,,,Clustered
0.321,0.7771061968494456,0.014225615455732163,0.6824786264400002,0.008600293153751175,-0.09462757040944536,0,None,,,Clustered
0.322,0.7800847177860821,0.01433013738106832,0.6847353699199994,0.008655380664046268,-0.09534934786608273,0,None,,,Clustered
0.323,0.7830677728370995,0.014435170395456925,0.6869929506800005,0.008710653492247733,-0.09607482215709895,0,None,,,Clustered
0.324,0.7860553746193212,0.014540716249883826,0.6892513689600002,0.008766111733645507,-0.09680400565932101,0,None,,,Clustered
0.325,0.7890475357911046,0.014646776703005085,0.6915106249999994,0.008821755483604156,-0.09753691079110527,0,None,,,Clustered
0.326,0.7920442690525039,0.014753353521181338,0.6937707190400002,0.008877584837562754,-0.09827355001250371,0,None,,,Clustered
0.327,0.7950455871454234,0.014860448478512374,0.6960316513200004,0.008933599891034857,-0.09901393582542295,0,None,,,Clustered
0.328,0.7980515028537873,0.014968063356871794,0.6982934220799999,0.008989800739608454,-0.09975808077378745,0,None,,,Clustered
0.329,0.8010620290037038,0.01507619994594191,0.7005560315600006,0.009046187478945849,-0.10050599744370325,0,None,,,Clustered
0.33,0.8040771784636239,0.015184860043248772,0.7028194799999996,0.0091027602047836,-0.10125769846362431,0,None,,,Clustered
0.331,0.8070969641445138,0.015294045454197358,0.7050837676399996,0.009159519012932535,-0.10201319650451424,0,None,,,Clustered
0.332,0.8101213990000147,0.015403757992106925,0.7073488947200005,0.009216463999277575,-0.10277250428001417,0,None,,,Clustered
0.333,0.81315049602661,0.015513999478246556,0.7096148614800001,0.009273595259777709,-0.10353563454660997,0,None,,,Clustered
0.334,0.8161842682637982,0.015624771741870862,0.7118816681599995,0.009330912890465996,-0.10430260010379866,0,None,,,Clustered
0.335,0.8192227287942536,0.015736076620255803,0.7141493150000007,0.009388416987449378,-0.10507341379425295,0,None,,,Clustered
0.336,0.8222658907439974,0.015847915958734787,0.7164178022400001,0.00944610764690868,-0.1058480885039973,0,None,,,Clustered
0.337,0.8253137672825713,0.015960291610734815,0.7186871301199999,0.009503984965098572,-0.10662663716257148,0,None,,,Clustered
0.338,0.8283663716232009,0.016073205437812883,0.7209572988799999,0.00956204903834744,-0.107409072743201,0,None,,,Clustered
0.339,0.8314237170229698,0.016186659309692555,0.7232283087600001,0.009620299963057353,-0.1081954082629697,0,None,,,Clustered
0.34,0.834485816782994,0.016300655104300642,0.7255001599999998,0.00967873783570399,-0.10898565678299421,0,None,,,Clustered
0.341,0.8375526842485876,0.01641519470780411,0.7277728528399998,0.00973736275283659,-0.10977983140858782,0,None,,,Clustered
0.342,0.8406243328094422,0.0165302800146472,0.7300463875200001,0.009796174811077843,-0.11057794528944209,0,None,,,Clustered
0.343,0.843700775899797,0.01664591292758859,0.73232076428,0.009855174107123887,-0.11138001161979694,0,None,,,Clustered
0.34400000000000003,0.8467820269986158,0.016762095357738902,0.7345959833600003,0.009914360737744186,-0.1121860436386155,0,None,,,Clustered
0.34500000000000003,0.8498680996297577,0.01687882922459827,0.736872045,0.009973734799781475,-0.1129960546297577,0,None,,,Clustered
0.34600000000000003,0.8529590073621617,0.01699611645609412,0.7391489494400001,0.010033296390151733,-0.11381005792216159,0,None,,,Clustered
0.34700000000000003,0.8560547638100146,0.017113958988619185,0.7414266969200001,0.010093045605844085,-0.11462806689001448,0,None,,,Clustered
0.34800000000000003,0.8591553826329329,0.017232358767069564,0.7437052876800003,0.0101529825439207,-0.11545009495293257,0,None,,,Clustered
0.34900000000000003,0.8622608775361428,0.017351317744883146,0.7459847219600003,0.010213107301516804,-0.11627615557614246,0,None,,,Clustered
0.35000000000000003,0.865371262270655,0.017470837884078088,0.7482650000000001,0.010273419975840567,-0.1171062622706549,0,None,,,Clustered
0.35100000000000003,0.868486550633448,0.017590921155291483,0.7505461220400004,0.010333920664173038,-0.11794042859344767,0,None,,,Clustered
0.352,0.8716067564676483,0.017711569537818307,0.7528280883200001,0.010394609463868096,-0.11877866814764815,0,None,,,Clustered
0.353,0.8747318936627108,0.017832785019650438,0.7551108990800001,0.01045548647235235,-0.1196209945827107,0,None,,,Clustered
0.354,0.8778619761546007,0.017954569597515985,0.7573945545599992,0.010516551787125128,-0.12046742159460155,0,None,,,Clustered
0.355,0.8809970179259815,0.01807692527691866,0.7596790550000003,0.01057780550575837,-0.12131796292598118,0,None,,,Clustered
0.356,0.8841370330063909,0.018199854072177488,0.7619644006400002,0.010639247725896544,-0.12217263236639075,0,None,,,Clustered
0.357,0.8872820354724305,0.018323358006466596,0.7642505917199993,0.01070087854525664,-0.12303144375243114,0,None,,,Clustered
0.358,0.8904320394479529,0.018447439111855295,0.7665376284800003,0.010762698061628084,-0.12389441096795262,0,None,,,Clustered
0.359,0.8935870591042439,0.018572099429348215,0.7688255111600003,0.010824706372872634,-0.12476154794424354,0,None,,,Clustered
0.36,0.8967471086602101,0.018697341008925845,0.7711142399999997,0.010886903576924336,-0.1256328686602104,0,None,,,Clustered
0.361,0.8999122023825719,0.01882316590958506,0.7734038152400007,0.010949289771789503,-0.12650838714257118,0,None,,,Clustered
0.362,0.9030823545860441,0.01894957619937991,0.7756942371199996,0.011011865055546565,-0.1273881174660445,0,None,,,Clustered
0.363,0.906257579633534,0.01907657395546275,0.7779855058799994,0.011074629526346092,-0.12827207375353467,0,None,,,Clustered
0.364,0.9094378919363257,0.01920416126412532,0.7802776217600004,0.011137583282410646,-0.12916027017632536,0,None,,,Clustered
0.365,0.9126233059542724,0.01933234022084028,0.7825705849999999,0.011200726422034771,-0.13005272095427256,0,None,,,Clustered
0.366,0.9158138361959927,0.019461112930302706,0.7848643958399996,0.011264059043584936,-0.1309494403559931,0,None,,,Clustered
0.367,0.9190094972190583,0.01959048150647203,0.7871590545200009,0.011327581245499417,-0.13185044269905744,0,None,,,Clustered
0.368,0.9222103036301894,0.019720448072613958,0.7894545612799998,0.011391293126288234,-0.1327557423501896,0,None,,,Clustered
0.369,0.9254162700854534,0.019851014761342777,0.79175091636,0.011455194784533185,-0.1336653537254534,0,None,,,Clustered
0.37,0.928627411290453,0.019982183714663808,0.7940481199999997,0.011519286318887642,-0.13457929129045332,0,None,,,Clustered
0.371,0.9318437420005276,0.020113957084015966,0.7963461724399998,0.011583567828076582,-0.13549756956052772,0,None,,,Clustered
0.372,0.9350652770209515,0.020246337030314684,0.7986450739200002,0.011648039410896463,-0.13642020310095138,0,None,,,Clustered
0.373,0.9382920312071295,0.020379325723995038,0.8009448246799998,0.011712701166215223,-0.13734720652712962,0,None,,,Clustered
0.374,0.9415240194647919,0.02051292534505489,0.8032454249599997,0.011777553192972145,-0.13827859450479218,0,None,,,Clustered
0.375,0.9447612567502074,0.020647138083098534,0.805546875,0.01184259559017785,-0.1392143817502074,0,None,,,Clustered
0.376,0.9480037580703677,0.02078196613738033,0.8078491750400002,0.0119078284569142,-0.14015458303036754,0,None,,,Clustered
0.377,0.9512515384831987,0.020917411716848636,0.8101523253200001,0.0119732518923342,-0.1410992131631985,0,None,,,Clustered
0.378,0.9545046130977649,0.02105347704019005,0.8124563260800004,0.012038865995662047,-0.1420482870177645,0,None,,,Clustered
0.379,0.9577629970744654,0.021190164335873642,0.8147611775600001,0.012104670866192921,-0.14300181951446533,0,None,,,Clustered
0.38,0.9610267056252395,0.02132747584219565,0.8170668800000004,0.012170666603293015,-0.14395982562523912,0,None,,,Clustered
0.381,0.9642957540137819,0.021465413807324276,0.8193734336400005,0.012236853306399455,-0.1449223203737814,0,None,,,Clustered
0.382,0.9675701575557347,0.02160398048934472,0.8216808387199999,0.012303231075020205,-0.14588931883573486,0,None,,,Clustered
0.383,0.9708499316189028,0.02174317815630443,0.8239890954799993,0.012369800008734047,-0.14686083613890344,0,None,,,Clustered
0.384,0.9741350916234609,0.021883009086258613,0.8262982041600003,0.01243656020719044,-0.14783688746346058,0,None,,,Clustered
0.385,0.9774256530421619,0.02202347556731599,0.8286081650000001,0.012503511770109558,-0.14881748804216177,0,None,,,Clustered
0.386,0.9807216314005429,0.02216457989768466,0.8309189782399996,0.012570654797282128,-0.1498026531605433,0,None,,,Clustered
0.387,0.9840230422771452,0.02230632438571839,0.8332306441200005,0.012637989388569441,-0.15079239815714474,0,None,,,Clustered
0.388,0.9873299013037162,0.02244871134996298,0.8355431628800002,0.01270551564390326,-0.15178673842371604,0,None,,,Clustered
0.389,0.990642224165425,0.022591743119202867,0.8378565347599998,0.012773233663285708,-0.15278568940542525,0,None,,,Clustered
0.39,0.9939600266010825,0.022735422032508137,0.8401707600000001,0.012841143546789273,-0.15378926660108239,0,None,,,Clustered
0.391,0.9972833244033447,0.022879750439281532,0.84248583884,0.012909245394556746,-0.15479748556334472,0,None,,,Clustered
0.392,1.000612133418937,0.02302473069930585,0.8448017715199996,0.012977539306801046,-0.1558103618989375,0,None,,,Clustered
0.393,1.003946469548869,0.023170365182791614,0.8471185582800008,0.013046025383805327,-0.15682791126886808,0,None,,,Clustered
0.394,1.0072863487486448,0.02331665627042482,0.8494361993599996,0.013114703725922744,-0.15785014938864517,0,None,,,Clustered
0.395,1.0106317870284949,0.023463606353415135,0.8517546949999995,0.013183574433576506,-0.15887709202849543,0,None,,,Clustered
0.396,1.0139828004535834,0.023611217833544085,0.8540740454400009,0.013252637607259763,-0.15990875501358248,0,None,,,Clustered
0.397,1.0173394051442302,0.023759493123213862,0.8563942509199997,0.013321893347535564,-0.1609451542242305,0,None,,,Clustered
0.398,1.0207016172761423,0.023908434645495934,0.8587153116799995,0.013391341755036758,-0.1619863055961428,0,None,,,Clustered
0.399,1.0240694530806222,0.02405804483418026,0.8610372279600003,0.01346098293046595,-0.163032225120622,0,None,,,Clustered
0.4,1.0274429288447997,0.02420832613382462,0.8633600000000001,0.013530816974595433,-0.16408292884479958,0,None,,,Clustered
0.401,1.030822060911856,0.02435928099980412,0.8656836280399997,0.01360084398826716,-0.16513843287185626,0,None,,,Clustered
0.402,1.0342068656812466,0.02451091189836116,0.8680081123199997,0.013671064072392602,-0.1661987533612469,0,None,,,Clustered
0.403,1.0375973596089254,0.024663221306655433,0.8703334530800002,0.013741477327952747,-0.1672639065289252,0,None,,,Clustered
0.404,1.0409935592075792,0.024816211712814396,0.8726596505599996,0.01381208385599802,-0.16833390864757958,0,None,,,Clustered
0.405,1.04439548104685,0.02496988561598375,0.8749867049999999,0.013882883757648207,-0.16940877604685023,0,None,,,Clustered
0.406,1.0478031417535636,0.02512424552637844,0.8773146166399998,0.013953877134092385,-0.17048852511356383,0,None,,,Clustered
0.40700000000000003,1.0512165580119686,0.02527929396533382,0.8796433857200001,0.014025064086588919,-0.17157317229196845,0,None,,,Clustered
0.40800000000000003,1.0546357465639578,0.025435033465356926,0.88197301248,0.014096444716465316,-0.17266273408395771,0,None,,,Clustered
0.40900000000000003,1.0580607242093039,0.025591466570178332,0.8843034971600002,0.014168019125118178,-0.17375722704930363,0,None,,,Clustered
0.41000000000000003,1.0614915078058977,0.02574859583480402,0.8866348400000004,0.014239787414013182,-0.17485666780589737,0,None,,,Clustered
0.41100000000000003,1.0649281142699774,0.02590642382556756,0.8889670412400001,0.014311749684684972,-0.1759610730299772,0,None,,,Clustered
0.41200000000000003,1.0683705605763627,0.026064953120182737,0.8913001011200001,0.01438390603873714,-0.17707045945636257,0,None,,,Clustered
0.41300000000000003,1.0718188637587014,0.026224186307796184,0.8936340198800005,0.014456256577842079,-0.17818484387870093,0,None,,,Clustered
0.41400000000000003,1.0752730409096938,0.026384125989040556,0.8959687977599999,0.014528801403741043,-0.17930424314969384,0,None,,,Clustered
0.41500000000000004,1.0787331091813421,0.026544774776087784,0.8983044349999997,0.014601540618243956,-0.18042867418134245,0,None,,,Clustered
0.41600000000000004,1.0821990857851866,0.026706135292702653,0.9006409318400008,0.014674474323229431,-0.18155815394518582,0,None,,,Clustered
0.417,1.085670987992544,0.026868210174296848,0.9029782885200001,0.014747602620644657,-0.18269269947254385,0,None,,,Clustered
0.418,1.089148833134753,0.027031002067982975,0.9053165052799997,0.014820925612505385,-0.18383232785475323,0,None,,,Clustered
0.419,1.0926326386034202,0.02719451363262909,0.9076555823600004,0.014894443400895829,-0.18497705624341976,0,None,,,Clustered
0.42,1.0961224218506564,0.027358747538913465,0.9099955200000003,0.014968156087968624,-0.18612690185065617,0,None,,,Clustered
0.421,1.0996182003893273,0.027523706469379627,0.9123363184399997,0.015042063775944697,-0.1872818819493276,0,None,,,Clustered
0.422,1.103119991793302,0.027689393118491622,0.9146779779200003,0.015116166567113305,-0.18844201387330162,0,None,,,Clustered
0.423,1.1066278136976941,0.0278558101926898,0.9170204986799996,0.015190464563831907,-0.18960731501769457,0,None,,,Clustered
0.424,1.1101416837991176,0.028022960410446638,0.9193638809599999,0.0152649578685261,-0.19077780283911772,0,None,,,Clustered
0.425,1.1136616198559324,0.02819084650232294,0.9217081250000007,0.015339646583689599,-0.19195349485593172,0,None,,,Clustered
0.426,1.1171876396884934,0.02835947121102445,0.9240532310399998,0.015414530811884108,-0.19313440864849363,0,None,,,Clustered
0.427,1.1207197611794113,0.02852883729145866,0.9263991993199997,0.01548961065573932,-0.1943205618594116,0,None,,,Clustered
0.428,1.1242580022737958,0.0286989475107919,0.9287460300800006,0.015564886217952783,-0.19551197219379524,0,None,,,Clustered
0.429,1.127802380979515,0.028869804648506872,0.9310937235599994,0.015640357601289945,-0.1967086574195156,0,None,,,Clustered
0.43,1.1313529153674544,0.029041411496460324,0.9334422799999994,0.015716024908583984,-0.197910635367455,0,None,,,Clustered
0.431,1.1349096235717662,0.02921377085894111,0.93579169964,0.015791888242735762,-0.1991179239317662,0,None,,,Clustered
0.432,1.13847252379013,0.02938688555272868,0.9381419827199996,0.015867947706713813,-0.20033054107013049,0,None,,,Clustered
0.433,1.142041634284018,0.029560758407151683,0.9404931294799995,0.015944203403554257,-0.20154850480401854,0,None,,,Clustered
0.434,1.145616973378946,0.02973539226414697,0.9428451401600003,0.016020655436360734,-0.20277183321894576,0,None,,,Clustered
0.435,1.1491985594647378,0.02991078997831897,0.9451980149999996,0.016097303908304272,-0.20400054446473825,0,None,,,Clustered
0.436,1.152786410995796,0.030086954416999385,0.9475517542399996,0.01617414892262338,-0.20523465675579633,0,None,,,Clustered
0.437,1.156380546491353,0.030263888460307097,0.9499063581200001,0.01625119058262383,-0.2064741883713529,0,None,,,Clustered
0.438,1.1599809845357423,0.030441595001208497,0.9522618268799999,0.016328428991678686,-0.20771915765574234,0,None,,,Clustered
0.439,1.1635877437786701,0.03062007694557818,0.95461816076,0.016405864253228195,-0.2089695830186702,0,None,,,Clustered
0.44,1.1672008429354725,0.030799337212259886,0.9569753599999999,0.016483496470779724,-0.2102254829354726,0,None,,,Clustered
0.441,1.17082030078739,0.030979378733127765,0.9593334248400001,0.016561325747907776,-0.21148687594739002,0,None,,,Clustered
0.442,1.1744461361818395,0.031160204453148092,0.9616923555199998,0.01663935218825379,-0.2127537806618397,0,None,,,Clustered
